PARTY;ID;GLOBAL_ID;given_name;surname;street_number;address_1;address_2;suburb;postcode;state;date_of_birth;soc_sec_id
org;rec-3103-org;3103;nasyah;gogel;15;herschell circuit;leafleigh;glenmore park;3178;vic;19310714;3118939
org;rec-500-org;500;deakin;byrt;18;gosman close;;mulgrave east;2206;vic;19451014;6438614
org;rec-3594-org;3594;joel;dixon;9;mcclelland avenue;drumwood;newham;6023;nt;19510104;3877072
org;rec-3552-org;3552;dillon;whatman;16;parkhill street;yalkara;cranbourne;2745;wa;19820605;6321289
org;rec-248-org;248;annabelle;noble;1;stenhouse close;the dales;belmont;2470;nsw;19500225;7171567
org;rec-2564-org;2564;madeleine;angerson;69;morrissey street;cooee;st kilda;3909;sa;19780209;8360823
org;rec-386-org;386;lucas;mccarthy;50;nicklin crescent;;bayswater;2144;nsw;19601101;5188554
org;rec-847-org;847;liam;marshal;62;gurnai place;sommerset park;jolimont;3215;vic;19700420;3211359
org;rec-1425-org;1425;ruby;whiteley;2;tadgell place;tressing fields;crows nest;2210;vic;19391216;8304397
org;rec-1428-org;1428;;plane;1453;beauchamp street;;harbord;3002;nsw;;1828492
org;rec-2376-org;2376;kiara;george;5;severne crescent;maybank;woodcroft;4010;nsw;19460525;5459008
org;rec-901-org;901;william;tossell;17;lutana street;naranda;craigmore;2500;nsw;19250116;5322906
org;rec-833-org;833;mitchell;mcmellon;84;osmand street;executive arcade;toorak;3016;vic;19080412;4647270
org;rec-2499-org;2499;jasmine;drechsler;4;mahon place;inglewood;belmont;2085;qld;19510302;9479653
org;rec-937-org;937;alisha;stubbs;14;mokoan place;st francis vlge;devonport;4157;vic;19750817;7300376
org;rec-1372-org;1372;emiily;persing;540;rivett street;rp 729;seven hills;4563;vic;19880410;9964203
org;rec-3443-org;3443;zarran;bloomfield;51;macgregor street;sherwood;lockleys;2766;wa;19000810;3202559
org;rec-685-org;685;madison;hoffman;2;evelyn owen crescent;seabrook chambers;highbury;2221;vic;19160108;5958443
org;rec-644-org;644;ainsley;reid;114;condamine street;;loftus;2533;vic;19271010;1269695
org;rec-1728-org;1728;isobel;stephenson;60;wilkins street;blackridge flyfishing school;cobdogla;2168;wa;19370922;2692756
org;rec-954-dup-0;954;elysse;hinchcliff;174;alabaste rstreet;;riverwood;2800;sa;19270221;3734686
org;rec-209-dup-0;209;kayla;tu;6;chauvel circle;adventist retireemnt village;coleambally;3137;qld;19980329;7125552
org;rec-401-org;401;kyle;sounness;52;landells place;wildefell;frankston;5114;nsw;19041116;2653028
org;rec-897-org;897;max;cowell;60;pickworth street;warrawong;o'connor;5600;wa;19970409;7619744
org;rec-2647-org;2647;alexandra;stosh;87;warrumbul street;pioneer lodge;birrong;6100;vic;19491111;2617111
org;rec-450-org;450;fraser;lease;49;dryandra street;the mount;ringwood;2759;vic;19940709;2516271
org;rec-519-org;519;tarnee;dixon;213;starke street;nioka;eleebana;5091;nsw;19191017;6935479
org;rec-444-org;444;jessica;lowe;4;pattinson crescent;grand view;wyoming;2753;nsw;19860916;1191526
org;rec-2222-org;2222;mitchell;baillie;43;robson street;karingah;williamstown;6062;vic;19701012;3971954
org;rec-313-org;313;hayden;petersen;97;slavin place;emerald garden;eastwood;2036;vic;19141112;6807594
org;rec-1442-dup-1;1442;erin;paterson;5;aspinall street;;albio park;4813;qld;19481126;5219471
org;rec-3686-org;3686;heath;dietmayer;31;grevillea street;karkatt;adelong;2577;vic;19390817;4835083
org;rec-936-org;936;dylan;armanini;225;dominion circuit;cornucopia;burwood;3148;vic;19470102;6633066
org;rec-3176-org;3176;emiily;auch-schwelk;179;bonython street;medical centre;pimlico;3193;vic;19780218;8499263
org;rec-13-org;13;dean;harrington;30;sambell place;the manoa;loganlea;2138;wa;19530516;7667197
org;rec-968-org;968;olivia;goodrum;21;kardang street;mawingo;crescent head;4019;wa;19850428;7307628
org;rec-2770-org;2770;abbey;araujo;4;shean place;;bundaberg;3121;vic;19480506;2343595
org;rec-669-org;669;angelina;cannell;142;broadbent street;lewin lodge;hamilton;4207;vic;19320524;3236056
org;rec-923-org;923;;white;301;telopea park;glenlee;botany;5010;nsw;19210531;2604630
org;rec-3641-org;3641;jessica;reid;280;medley street;warra creek;ballarat;3149;nsw;19830907;1067529
org;rec-2784-org;2784;casey;samulewicz;121;burns circuit;;auburn;5158;nsw;19500320;7495965
org;rec-3371-org;3371;jackson;urmonas;121;ryrie street;poitrel;ashfield;3192;nsw;19180120;4913144
org;rec-651-org;651;jayden;hingston;116;alawa street;longplain;wendouree;3138;qld;19171120;6243938
org;rec-3619-org;3619;benjamin;coleman;215;southern cross drive;ra 58;loftus;2429;vic;19010401;3219120
org;rec-2777-org;2777;caleb;norvill;216;batchelor street;summit cottage;kempsey;3073;tas;19090301;4708722
org;rec-844-org;844;matthew;pantazopoulos;51;gratwick street;villa 3;wyoming;4405;sa;19400824;2440497
org;rec-259-org;259;bayden;bobroff;3;dryandra street;;whyalla;7030;vic;19110115;7550689
org;rec-1441-org;1441;shannon;haupt;41;fihelly street;rowethorpe;macgregor;4300;sa;19070208;8639324
org;rec-723-org;723;leon;longo;466;;lyndon caves;grenfell;6004;sa;19840105;4769046
org;rec-1874-org;1874;rory;ikonomou;20;nambir court;;orange;3134;vic;19970104;6484308
org;rec-1496-org;1496;sachin;bishop;15;david street;silverweir;murray bridge;3218;qld;19041212;4274548
org;rec-2691-org;2691;harley;bizjak;8;roughsey place;conmurra;dover gardens;3043;qld;19671030;2461092
org;rec-892-dup-2;892;jesse;muehlberg;;reuther street;blue hklls;parramatat;3300;qld;19300518;6631613
org;rec-2633-dup-0;2633;soph ie;snell;4;vaughan garden;arcadia;hahndorf;2372;tas;19231114;8638391
org;rec-874-dup-1;874;peyton;cupo;22;mathieson crescent;laughalel farm;camperdown;2233;qld;19950710;6865403
org;rec-1378-org;1378;emiily;millar;79;bissenberger crescent;berkeley vlge;toowoomba;4350;nsw;19090414;2076491
org;rec-891-dup-2;891;madelne;birchby;7;dixonddrive;jestarlei;thornlime;2208;wa;19761231;2722141
org;rec-157-org;157;joel;pride;28;brache place;abbotsley cottage;bonnet hill;2219;wa;19590609;6441615
org;rec-3574-org;3574;aidan;hague;32;goodman street;yambira;avoca beach;4213;qld;19671027;6181261
org;rec-984-org;984;aidan;nicolle;14;bennelong crescent;;eatons hill;2259;vic;;4512429
org;rec-63-dup-1;63;olivia;white;192;;shoppingvillage;mirrabooka;2260;vic;19000106;4996142
org;rec-106-dup-0;106;bradley;bishop;14;spica street;yakilil park;bamawm;5107;nsw;19420318;6888719
org;rec-442-org;442;lucas;reid;5569;greenvale street;glen ayre;tongala;3251;vic;19300702;9790835
org;rec-328-org;328;charlie;apted;16;narryer close;compass adjuster hills;armidale;5112;vic;19441211;7431139
org;rec-457-org;457;emmet;rafanelli;;yarra street;section;forest hill;5159;qld;19060720;6458332
org;rec-1894-dup-2;1894;ruby;reid;8;throsby crdscent;;paralowie;6312;vic;19250929;9951759
org;rec-3042-org;3042;isabella;green;21;boolee street;upton;katherine;2257;vic;19581016;1425927
org;rec-2964-org;2964;tayah;rybak;35;morgan crescent;millbay;rochedale south;2800;wa;19070503;7314941
org;rec-203-org;203;lushia;maclennan;18;adcock place;kyeema;lismore;6163;vic;19731028;1145399
org;rec-2727-org;2727;barnaby;stanley;84;pulleine crescent;pine hill;port douglas;3153;vic;19591226;8061133
org;rec-294-org;294;samuel;mahony;132;clift crescent;bonnie doon;booval;2152;nsw;19480217;4347028
org;rec-2391-org;2391;alexander;schaller;1;mclorinan street;hillbyrne;manunda;4051;vic;19050712;5516192
org;rec-1178-org;1178;bradley;white;16;hammond close;rosetta village;toormina;4169;qld;19210921;7769920
org;rec-1166-org;1166;isabelle;pascoe;27;hallen close;;williamstown;4670;nsw;19440710;4606557
org;rec-243-org;243;roberta;mcgregor;87;strickland crescent;corella;cranbourne;2535;sa;19050306;1712881
org;rec-2131-org;2131;dante;dixon;38;fullagar crescent;;hoskinstown;2031;vic;19310312;4406047
org;rec-236-org;236;emma;narulla;45;narran street;;garbutt;2111;nsw;19690411;1806285
org;rec-2889-dup-0;2889;joshua;dinnison;;van praag place;the hom estead;wallan;2360;vic;19660205;9606221
org;rec-1388-org;1388;ka;nguyen;66;dixon drive;archdale back;warilla;3844;vic;19320525;2537118
org;rec-3792-org;3792;jett;monaco;167;liversidge street;collier park vlge;;4865;vic;19420721;9463229
org;rec-3277-org;3277;lilly;scherf;14;may gibbs close;karmont;golden bay;4500;vic;19350921;6950881
org;rec-189-org;189;rachel;boyle;13;rosella street;leisure living vlge;seelands;2150;nsw;19900801;1167341
org;rec-2627-org;2627;isabella;sloniec;169;furneaux street;clear creek;sale;2428;sa;19551123;7230441
org;rec-2254-dup-2;2254;sarah;webb;39;mcfarlanplace;t int-sec ngarden;coomaleidgup;6023;nsw;19970702;8244083
org;rec-3762-org;3762;brooke;reid;143;kitchener street;;coffs harbour;3082;vic;19430321;7366937
org;rec-1211-org;1211;samir;tomney;61;stuart street;mt providence hostel;orange;5280;sa;19591020;2113283
org;rec-2765-org;2765;william;stephenson;55;grounds crescent;corcoran;vincent;3156;sa;19850408;3052898
org;rec-1959-org;1959;mackinley;webb;1;baynton street;jarrah rd shopping town;orange;6152;qld;19120930;3465838
org;rec-807-dup-0;807;leo;heyer;3;slessors crescent;mt forrest;ormeau;2234;vic;19200228;4301865
org;rec-1233-org;1233;kayne;baars;58;malcolm place;cornucopia;logan reserve;6210;wa;19151014;2604606
org;rec-718-org;718;emiily;nevin;114;duffy street;retirement village;jervois;2798;nsw;19920226;5140294
org;rec-3707-dup-1;3707;georgia;dignam;73;mccay place;brentwood vlge;daylesford;3216;nsw;;7778628
org;rec-2439-org;2439;hayley;david;30;christmas street;brannigans;penrith;5064;qld;19451219;7348094
org;rec-2244-org;2244;benjamin;myles;32;sheehan street;tricorne (cnr scone r road;birkdale;4304;vic;19271010;6431479
org;rec-813-org;813;luke;portlock;;zincke close;clear creek;margaret river;2320;vic;19530103;8473545
org;rec-2109-org;2109;jacob;green;3;roper place;moorilla;maryborough;5042;sa;19501221;1047185
org;rec-1583-org;1583;stephanie;rundle;13;cobb crescent;east lake;manunda;3305;nsw;19681103;8292280
org;rec-181-org;181;luke;poumako;162;scratchley place;spring creek;annandale;4370;wa;19491102;7225919
org;rec-843-org;843;hannah;neville;11;jaeger circuit;;geelong east;2216;vic;19160830;6099546
org;rec-2398-org;2398;benjamin;paterson;19;badcoe street;cleveland;kingsford;4124;nsw;19860525;1612974
org;rec-3861-org;3861;cooper;lowe;41;leahy close;urambi vlge;aldgate;2347;nsw;19790418;8155466
org;rec-172-org;172;hayley;webb;30;hodgkinson street;arabian stud kelkette park;pearcedale;4370;nsw;19431020;6456768
org;rec-3835-org;3835;alana;reid;56;pierces creek;brookfield;burwood east;4101;nsw;19701014;3089427
org;rec-2925-dup-3;2925;emiily;lyden;279;market town centre;marsden street;cleveland;7268;nsw;19421122;5252810
org;rec-3284-dup-0;3284;nicoll;jack;18;freda gibso n circuit;tintagel;sanctuary point;2047;tas;19440114;4318182
org;rec-3295-org;3295;dylan;angerson;6;naismith place;kilnacrott;morwell;2539;vic;19140907;1791556
org;rec-3316-org;3316;emma;homann;12;mcintyre street;avalyn;fairlight;2462;nsw;19211120;4125753
org;rec-466-dup-0;466;jessica;miles;20;maclea ysutreet;grandvview;aubuan;2011;qld;19210108;6182257
org;rec-310-org;310;alisha;coleman;38;sugarloaf circuit;ainslie house;jindalee;2220;nsw;19731016;6978590
org;rec-3437-org;3437;oliver;matthews;6;faunce crescent;;deniliquin;2121;qld;19240911;7096945
org;rec-1591-org;1591;brooke;stanley;6;alpen street;linvale;latrobe;3148;tas;19610922;5995657
org;rec-2496-dup-0;2496;william;fornarino;126;macgregor street;;charlesyown;5049;wa;19830402;6064420
org;rec-2828-org;2828;william;lupoi;61;;albion;eastern creek;6024;qld;19410727;3617137
org;rec-848-org;848;daniel;coffey;26;parkhill street;langi;islington;3186;qld;19270224;3714025
org;rec-3418-org;3418;flynn;roccatti;36;lienhop street;milly milly;st ives;3216;qld;19930619;8603121
org;rec-2837-org;2837;elki;trent;27;wray place;the mews royal hotel bldg;gawler east;3152;nsw;19600211;5679502
org;rec-2152-org;2152;charlotte;webb;98;tompsitt court;moriah;wellington point;2077;nsw;19190926;1192096
org;rec-596-dup-2;596;desilva;jasper;15;sangster place;cambo oya;broome;3023;wa;19310208;1187147
org;rec-258-org;258;peter;webb;4;florentine circuit;oak park;blair athol;4703;nsw;19691212;5765170
org;rec-1478-org;1478;william;roling;2;mcarthur place;kalang;burpengary;2195;nsw;19690702;5873269
org;rec-3829-org;3829;alaiyah;grubb;4;higinbotham street;warrumbungle;seacliff;3226;vic;19100321;1079455
org;rec-3272-dup-3;3272;trye;held;19;kookaburra village;holman street;peregianzbeach;5266;nsw;19520113;6176252
org;rec-2961-org;2961;oscar;maynard;186;sidaway street;;bligh park;0830;wa;19350126;9542823
org;rec-2640-org;2640;timothy;hanna;10;titheradge place;rosetta village;port macquarie;4740;wa;19740401;3449819
org;rec-242-org;242;lachlan;paine;55;sullivan crescent;mount patrick;black hill;4503;vic;19101123;6513286
org;rec-3252-org;3252;alexander;reid;54;lukin place;;ashfield;2125;tas;19380921;5159551
org;rec-3752-dup-0;3752;thomas;tossell;4;mcginness street;;adamstown heights;4670;nsw;19690619;1062146
org;rec-3606-org;3606;sean;kantamessa;33;sheehy street;carrington retrmnt vlge;maryborough;3042;vic;19480229;4028468
org;rec-3542-dup-1;3542;kirr;gaskin;15;;jodayne;auburn;4034;vic;19010304;6678130
org;rec-88-dup-0;88;neneh;ryan;13;morgan c eescent;westport;toowoomba;2106;nsw;19900120;3434805
org;rec-1729-org;1729;marcus;mason;166;warring place;riversdale caravan park;canterbury;3079;qld;19130226;3557171
org;rec-3267-org;3267;caitlin;pulvirenti;373;macpherson street;edwards chambers;coffs harbour;4061;vic;19270818;1900285
org;rec-1430-dup-1;1430;lowe;alyssa;37;howitt street;the meadows;wamberal;5063;nsw;19470626;1362480
org;rec-2993-org;2993;silas;puspawata;152;castieau street;sunnyspot farm;murray bridge;2204;nsw;19850806;9411656
org;rec-3652-org;3652;christian;berry;11;chauvel street;mount patrick;mosman;3097;nsw;19220830;7641989
org;rec-1855-org;1855;daniele;campbell;11;wakefield garden;nazareth village;old beach;3550;sa;19860419;2659961
org;rec-1724-org;1724;michael;white;2;goodwin street;entwood;korora;6000;nsw;19640706;4600379
org;rec-232-org;232;lily;wilkins;4;backhouse street;woorabinda;patterson lakes;3687;vic;19430508;3702786
org;rec-232-dup-0;232;lily;wilkons;52;backhouse street;woorabinda;pattersn lakes;3687;vic;19430508;3702786
org;rec-1985-org;1985;rhys;snelling;13;tauss place;elmwood;kingsville;4573;wa;19850822;7043113
org;rec-858-org;858;chloe;clarke;38;blackman crescent;emerald garden;orange;4800;vic;19871218;3350579
org;rec-3811-org;3811;charlotte;rogan;1;webster street;wayamba;alfred cove;2830;vic;19320125;3874442
org;rec-3123-dup-0;3123;james;bastin;36;frater crbescent;mlc building;st kilda east;6163;vic;19580628;9981914
org;rec-2260-org;2260;brooklyn;green;4;;strathlea;lavington;2440;sa;19170916;6332816
org;rec-3914-org;3914;delaney;stanley;5;cockburn street;rosehill;toowoomba;3395;nsw;19120713;6536621
org;rec-1065-org;1065;gabrielle;whiteley;33;poole place;kainga;winston hills;4427;nsw;19570527;5911980
org;rec-1599-org;1599;michael;bencze;203;chauvel street;burrawong park;kilsyth;2146;vic;19440306;8871778
org;rec-3833-org;3833;ryleh;brock;106;phillip avenue;the yukana retirement village;mulwala;2455;wa;;5358296
org;rec-3872-org;3872;isabella;nguyen;57;marshall street;serenity;devonport;2224;nsw;19810516;1381879
org;rec-3680-org;3680;brooke;white;53;allambee court;amaroo hostel;corrimal;2228;nsw;19030924;5721750
org;rec-1356-org;1356;elizabeth;early;5;haswell place;baybreeze;pitt town;2754;nsw;19891103;7275038
org;rec-3513-org;3513;talia;reid;147;sid barnes crescent;tathra;berowra heights;2170;vic;19230203;4712927
org;rec-3510-org;3510;mary;mate;6;fitchett street;jarkhellms;bribie island;2228;nsw;19540725;5151134
org;rec-1662-org;1662;angelica;britten;10;wilkins street;argyle village;carlingford;2305;vic;19040116;3978249
org;rec-2262-org;2262;kirra;horsley;3;pinkerton circuit;swanleigh;cygnet;3199;vic;19260116;4306922
org;rec-814-org;814;sascha;clarke;;perry drive;rockette lodge;south perth;4054;vic;19991011;5938504
org;rec-2691-dup-2;2691;harley;jolly;8;roughsey place;conmurra;dover gardens;3043;qld;19671030;2461092
org;rec-1442-dup-2;1442;erin;paterson;5;aspinalls treet;;albion park;4814;qld;19481126;5219471
org;rec-1274-org;1274;james;ryan;63;light street;tambo;bundamba;3340;vic;19690319;7026873
org;rec-704-org;704;;neumann;82;pennington crescent;cooranga;bundaberg;4670;qld;19960124;7146875
org;rec-619-org;619;imogen;white;8;glyde place;st 1d;toodyay;7320;qld;19091122;1772360
org;rec-3956-org;3956;ruby;wang;19;bowser place;lumeah cottage;coffs harbour;3280;wa;19140526;2413602
org;rec-2050-org;2050;gabriel;moulton;15;lander crescent;courallie;northgate;4217;vic;19450603;2754299
org;rec-2234-dup-0;2234;kayne;iliopoulos;46;larakiastreet;sec 311;twin hills;5272;nsw;19740323;9357401
org;rec-1781-dup-1;1781;laklynn;miles;23;bunya close;up the back;barrack point;5074;nsw;;7643501
org;rec-402-org;402;angelina;nysten;13;fleetwood smith street;northcliffe;railton;4868;vic;19181231;5506984
org;rec-3495-org;3495;abbey;kasehagen;45;oakover circuit;old barn;dundowran;4217;qld;19920102;5971073
org;rec-2413-org;2413;mikhayla;eyre;1;wilhelmi crescent;thomond;windsor;2063;vic;19050327;8766126
org;rec-3923-org;3923;ethan;calantzis;18;forsythe street;unt 2;alfred cove;6110;wa;19830710;6070168
org;rec-3029-org;3029;ruby;lahey;3;paterick place;villa 18;keysborough;3156;nsw;19850208;1409341
org;rec-1752-org;1752;matthew;;78;maddock place;nyrraby;south brisbane;5076;nsw;19110615;6231503
org;rec-2265-org;2265;teresa;hingston;11;cornish place;sun city resort;fullarton;2137;nsw;19040317;3199768
org;rec-1312-org;1312;dylan;dorrell;43;lacey place;belgrano glenalvie;coolum beach;6105;vic;19140927;9478617
org;rec-1665-dup-0;1665;oscar;potempa;6;ponderossa;max henry crescent;crib point;3029;sa;19280707;3563502
org;rec-3707-org;3707;georgia;dignam;66;mccay place;brentwood vlge;daylesford;3216;nsw;19660610;7778628
org;rec-1445-org;1445;justin;george;27;yumba avenue;katherine low leve;forest hill;2530;vic;19850715;2885921
org;rec-2119-dup-0;2119;connor;hilton;20;mackenzie street;parra ekena;kurri kurri;4701;vic;19510908;2641578
org;rec-1785-org;1785;caitlin;stubbs;14;appel crescent;burramunda;hinchinbrook;2627;qld;19171120;4799616
org;rec-155-org;155;jory;tyack;21;fidge street;john flynn medical centre;modbury heights;4121;nsw;19170713;6264802
org;rec-2236-org;2236;tara;mcandrew;12;phillip avenue;karsul;ingleburn;2251;vic;19190904;2626203
org;rec-3248-org;3248;patrick;jervis;34;mcphee place;the old parsonage;stanmore;5125;nsw;19620629;8841195
org;rec-2176-org;2176;raquel;clarke;;rechner place;valbella;concord;2600;vic;19100602;1814299
org;rec-2645-org;2645;erin;ulrick;37;owen dixon drive;north hill medical centre;lakemba;2011;vic;19181026;2175121
org;rec-899-org;899;joel;dimauro;111;hingston close;highland grove;landsborough;4741;nsw;19320930;9769687
org;rec-3314-dup-0;3314;spratt;jackson;12;slight place;oatland s court;beachyere;3219;nsw;19920721;1338387
org;rec-1282-dup-0;1282;;blacklow;7200;crocker place;inishmore;windradyne;2099;nsw;19690808;5390869
org;rec-3857-org;3857;ethan;jessup;8;yarrawonga street;;avondale heights;2121;vic;19040618;3022934
org;rec-292-org;292;jackson;volframs;123;bemm place;wandana;south melbourne;6725;vic;19880709;3939756
org;rec-1423-org;1423;benjamin;lowe;31;therry place;rosetta village;westmeadows;4428;nsw;19771105;5142745
org;rec-3558-org;3558;chloe;mercorella;632;brunswick circuit;bryntirion;prospect;7051;tas;19391110;5037930
org;rec-337-org;337;george;george;159;rocklands street;pontresina;margaret river;4152;nsw;19350611;3352789
org;rec-320-org;320;lachlan;hayam;56;emily bulcock crescent;marsden forest;north sydney;6163;wa;19030930;3083874
org;rec-237-org;237;jaime;rabe;206;moorehead place;lytton;torquay;3094;vic;19761212;6366346
org;rec-2273-org;2273;charlotte;chandler;11;maharatta circuit;berkeley village;ingleburn;6170;vic;19781214;4060871
org;rec-1963-org;1963;charlotte;reid;229;schonell circuit;civic centre;canterbury;2107;vic;19140629;7273525
org;rec-1854-org;1854;jazz;fotopoulos;8;strathnairn place;villa 2;yackandandah;4011;wa;19360525;3894184
org;rec-1893-org;1893;alannah;secomb;38;bundeela street;paladin stud farm;myponga;4216;nsw;19340309;5474710
org;rec-2416-org;2416;thomas;white;24;phillimore place;;patterson lakes;6056;nsw;19330506;4207108
org;rec-976-org;976;madeline;bouras;75;federal highway;brentwood village;balcatta;2062;nsw;19411231;2062121
org;rec-2369-org;2369;grace;stanley;191;ern florence crescent;burnside;kalorama;2650;qld;19561030;5251700
org;rec-922-org;922;tiana;novak;40;manu place;cobblecundy;reynella;3820;qld;19550906;5081922
org;rec-1600-org;1600;archie;carbone;22;callabonna street;rosetta village;bayswater;3147;qld;19790405;2459626
org;rec-1687-dup-2;1687;blkae;sterry;7;investigator street;glenview;isle of capri;4212;vic;19901017;5600052
org;rec-2058-org;2058;isabella;galbraith;19;baume crescent;;monbulk;2113;wa;19100918;3785501
org;rec-3891-dup-0;3891;april;dreckow;19;baynton street;cooloola farms;ingleburn;3562;nsw;19390315;8829105
org;rec-1433-org;1433;michael;mcturk;264;mayfield hill street;pine hill;tarampa;2340;wa;19570723;6666637
org;rec-3458-org;3458;kiera;lund;21;barlow street;berowra exch;inverleigh;6280;qld;19120408;5619648
org;rec-3860-org;3860;bailey;slape;69;nullagine street;the willows;robina;3072;nsw;19610416;5945296
org;rec-54-org;54;layla;flegg;36;birdwood street;donore;hinton;3028;nsw;19890605;1891517
org;rec-1563-org;1563;amber;pouliotis;6;carleton street;warwillah;seven hills;6063;qld;19290204;9844514
org;rec-2276-org;2276;hannah;bissett;973;devonport street;;bayswater;2540;vic;19901021;6855222
org;rec-1843-org;1843;samuel;pesch;1;kapunda street;amarillo;west perth;5608;nsw;19670225;6780411
org;rec-274-org;274;imogen;hage;;galibal street;wurtulla shopping vlge;phillip;3089;nsw;19250517;6704451
org;rec-2483-org;2483;jessica;clarke;2;simpson street;cooloola farms;altona north;6050;tas;19700117;5214453
org;rec-633-dup-0;633;;guyatt;;callaghan street;castle pines;clarinda;6562;wa;19670217;1573717
org;rec-2912-org;2912;samantha;snell;8;miller street;braeburn;kenilworth;7248;nsw;19560620;4166432
org;rec-2753-org;2753;matthew;abrahamson;38;tyrrell circuit;st francis vlge;keilor;3187;nsw;19540728;3231589
org;rec-3562-org;3562;hannah;kobotheclas;1;wattle street;rosebrook;wendouree;2033;sa;19821223;6652659
org;rec-2738-org;2738;hudson;denne;20;abercorn crescent;araucaria precinct;potts point;5008;wa;19871217;3744193
org;rec-2965-org;2965;laura;campbell;152;clive steele avenue;irrigation farm;yagoona;3350;vic;19160610;6214635
org;rec-2733-org;2733;maxin;musolino;1;jinka street;kinross;windsor;6160;qld;19650409;3686486
org;rec-2367-org;2367;benjamin;blake;5;agonis close;bindaree;doubleview;3219;nsw;19770407;5009859
org;rec-534-dup-2;534;lachlan;wheatley;30;goodwin street;rosetta village;mount gravatt;4918;sa;19620815;8894816
org;rec-1557-org;1557;chloe;dolby;477;herschell circuit;woodridge;kingston;2559;nsw;19381005;6770265
org;rec-623-dup-0;623;scott;;50;wakelin circuit;southern cross;aldinga beach;3226;nsw;19740705;8963912
org;rec-3166-org;3166;ruby;stoneman;29;mcgivern crescent;lourdes hostel;mayfield;2137;nsw;19630721;7441466
org;rec-107-org;107;stirling;leslie;6;mortimer lewis drive;telebang station;port lincoln;6503;nsw;19311106;7452730
org;rec-2093-org;2093;alisa;reid;14;hay street;callitris;berkeley vale;4740;wa;19800916;9786278
org;rec-3451-org;3451;hannah;stephenson;31;allchin circuit;coulter court;scarborough;2291;nsw;19610228;5025918
org;rec-717-org;717;caitlin;white;9;kambalda crescent;resson;kilmore;4300;qld;19850426;5326539
