PARTY;ID;GLOBAL_ID;given_name;surname;street_number;address_1;address_2;suburb;postcode;state;date_of_birth;soc_sec_id
org;rec-856-dup-0;856;angus;stanley;6;lazar place;koobeja;floradhill;7008;qld;19971003;1076050
org;rec-1128-org;1128;jack;stubbs;150;heard street;summerset;st agnes;5344;qld;19890526;1690126
org;rec-365-dup-1;365;matthew;leong;5;kavelstreet;glen-mwria;minchinbfry;6153;nsw;19170916;1648925
org;rec-885-dup-1;885;stella;chandler;50;ebden street;rosetta vlilage;coffs harbour;6304;vic;19741215;8587561
org;rec-642-dup-2;642;katel byn;colegte;55;fiveas hstreet;retirement village;londonderry;2195;nsw;19280828;4406021
org;rec-854-dup-0;854;ebiny;morby;;condavale;macgillivray street;armidale;2111;nsw;19840906;3945914
org;rec-421-dup-3;421;charlie;ebert;21;brewster place;summerdale medical centre;franskton;4570;vic;19711020;3939901
org;rec-1560-dup-2;1560;charlotte;hylnand;25;madsen place;leisure lvikng vlge;clarinda;3108;qld;19820410;9354762
org;rec-1929-dup-1;1929;cheree;purtell;1;spring rsnge road;guest village (cnrubullcreek d drive;cooma;6111;wa;19300407;5062347
org;rec-1992-org;1992;laura;ryan;3;officer crescent;craigie-lea;orange;2289;vic;19120402;4198979
org;rec-1693-dup-1;1693;feilcity;godfrey;16;stuckey place;oaklands village;slacks creek;6050;nsw;19361030;6452813
org;rec-665-dup-0;665;matthew;paine;7;mcintyre street;urunga;moulyinning;7000;nws;19250117;6277575
org;rec-501-org;501;mikhayla;campbell;9;baynton street;st francis vlge;notting hill;4350;qld;19280711;9484120
org;rec-1057-dup-2;1057;charlie;roussonuis;13;gledden street;woorabinda;craigmore;6026;nsw;19461111;7379154
org;rec-561-dup-1;561;dale;fimeri;37;burdett crescent;star court arcade;wilson;6618;nsw;19930529;7559543
org;rec-540-dup-2;540;jaime;;342;elliott street;kildarra;bedfordale;2081;qld;19631110;8789539
org;rec-408-org;408;riley;gloster;24;farrer place;;frankston;3178;nsw;19590124;2526809
org;rec-636-dup-3;636;charlie;goode;7;tauss place;grahdview;;2575;vic;19761213;6548135
org;rec-918-dup-1;918;chloe;pantazopoulos;147;allott place;wyoming park;aldgate;2325;nsw;19860807;9036067
org;rec-929-org;929;corey;condo;5;andamooka street;coolinda;hillston;2026;nsw;19900616;4204990
org;rec-1489-org;1489;emiily;berry;3;tenison-woods circuit;;ashfield;6169;nsw;19780527;6459366
org;rec-427-dup-3;427;emmet;weller;11;copland drive;;birmingham gardens;4365;wa;19270516;6281502
org;rec-15-org;15;liam;tuttleby;5;verco street;rose-lea;trevallyn;2259;qld;19080101;4376020
org;rec-316-dup-0;316;karfissa;creten;185;beattie cescent;birrabilla;moranbah;2525;nsw;19360703;2328993
org;rec-1498-dup-0;1498;isabelle;kaminskas;106;isis close;westholme;port augusta;2765;qls;19060622;5344955
org;rec-910-dup-1;910;jayden;browne;80;kincumber nautical vlge;chaseling street;sussex inlet;2630;nsw;19430306;2825950
org;rec-1355-org;1355;melissa;lanzotti;24;balfour crescent;killara lodge;cranbourne;2064;vic;19810828;7433231
org;rec-1648-dup-0;1648;bailee;dent;58;maddoc k place;jingara;nowra;4171;qld;19950112;4080299
org;rec-658-dup-1;658;quinn;godfrey;21;duffy street;ardersidr;highotn;3165;vic;19450122;3298961
org;rec-1190-dup-1;1190;charlie;stanley;;amagula avenue;;klemzig;3356;vic;19510717;6800801
org;rec-1876-dup-0;1876;jazz;stephenson;210;julia flynn avenue;;ingleubrn;3172;sa;19401214;4166094
org;rec-305-org;305;aleisha;mcelwee;34;osburn drive;parraweena;condell park;5237;act;19440525;2532051
org;rec-152-org;152;amber;blackwell;25;thomson street;;salisbury;3188;nsw;19860325;5701396
org;rec-1829-dup-0;1829;shakiroh;evans-zijlstra;1;ashkanasycrescent;townview;robina;2340;vic;19510905;4746855
org;rec-805-dup-2;805;;shelley;90;cromwell circuit;wombat hill;noble apark;2026;vic;19780711;2664293
org;rec-480-dup-1;480;aiden;ryan;292;honey patch;gundulu place;mosman;3076;wa;19360524;3804933
org;rec-1200-dup-2;1200;william;lazavroff;431;leahy lose;millwood;forbes;7256;qld;19780204;8072193
org;rec-717-org;717;jamie;van galen;64;callister crescent;mowbray;hackham;3060;nsw;19720909;3179404
org;rec-618-org;618;isabella;hendricks;86;colborne place;dog rock shopping centre;north ryde;2000;nsw;19770129;9899655
org;rec-1509-org;1509;lucas;benger;19;cunningham street;padicam;melton south;2232;nsw;19851030;5458466
org;rec-1368-org;1368;harrison;doman;20;harry hopman circuit;moline village;toowong;2088;sa;19570519;1542335
org;rec-879-dup-1;879;clarke;isabella;59;gillespie street;;mount victoria;2147;act;19950110;4409764
org;rec-1668-dup-1;1668;emmerson;loyck;5;burnie treet;gordale;thursday island;3147;vic;19211129;3901477
org;rec-794-org;794;sarah;behnke;3;pearson street;broombie stud;ramornie;2209;vic;19930910;8625215
org;rec-1917-dup-3;1917;angus;rees;5;heatonnplace;pangani;new farm;6210;nsw;19220723;8576362
org;rec-1081-dup-1;1081;jordan;vaile;12;mullan street;rosewynne;mansfield;4153;qld;19940914;7672358
org;rec-568-org;568;tate;hingston;159;oxley street;wylarah;kurri kurri;5045;nsw;19680521;1954716
org;rec-1333-org;1333;charlotte;bovill;28;vickery street;cashbar;scarborough;3911;vic;19730412;5083623
org;rec-368-org;368;emma;matthews;39;vanzetti crescent;sunny brees;moorabbin;5158;qld;19910426;1091439
org;rec-666-org;666;sophie;nguyen;26;namoi place;;mount colah;2550;nsw;19701117;2122377
org;rec-1991-dup-3;1991;kai;white;8;cockcrofqt avenue;allunga;parramaxta;4197;;19551009;5791061
org;rec-1878-org;1878;blade;stingle;34;earle place;upper warrell;kellyville;5046;;19220925;6748586
org;rec-528-dup-2;528;rosie;rundle;8;sturt avneue;talonmane;bundaberg;2263;nt;19751109;9092692
org;rec-1180-dup-0;1180;wanders;harry;120;morehead street;carrington trrmnt vlge;trevallyn;7205;sa;19121013;8289232
org;rec-1794-org;1794;harrison;matthiessen;3;harbison crescent;oakdale;port kembla;2619;wa;19580430;4684373
org;rec-1130-dup-0;1130;lauren;sounness;18;leist street;moondani;seaforth;0832;qld;19900129;6693616
org;rec-569-dup-2;569;tommy;spinato;29;howie court;;ballarat;3356;nsw;19821129;4527826
org;rec-860-dup-0;860;connor;mayman;40;marenghoplace;wilga;toowoomba;2025;nsw;19651018;8203430
org;rec-1667-dup-1;1667;amber;pamplin;58;milton;sturt acenue;thornlie;5040;wa;19370407;1824555
org;rec-1337-dup-2;1337;nathab;priest;363;banks street;manresa;malvern east;4750;act;19710428;4665603
org;rec-1901-dup-2;1901;casey;vitkunas;22;jones place;karinga park;emmaville;2346;tas;19551192;2474313
org;rec-125-dup-1;125;silas;webbm;20;jacka crvscent;shopping centre;nambour;4306;vic;19580212;7373672
org;rec-78-dup-0;78;nicholas;fittock;10;fortitudey street;;st kilda east;2298;nt;19651025;8437365
org;rec-1685-org;1685;jayden;liberts;3;odern place;peppertree;corryong;2614;qld;19341218;5242447
org;rec-1706-org;1706;ashleigh;quilliam;57;bedford street;rosall;surrey hills;6525;nsw;19460730;6408479
org;rec-1953-org;1953;joel;ryan;26;lance hill avenue;cameroo;forest hill;3070;nsw;19720615;7563426
org;rec-115-org;115;danjel;vincent;7;forbes street;villa 3;toukley;3178;qld;19510703;8506548
org;rec-1068-org;1068;jasper;jennion;16;fitzhardinge crescent;lords house;glenside;4034;nsw;19720414;5825359
org;rec-1981-dup-1;1981;chloe;crosthwaite;42;ashkanasy crescent;;canterbury;4215;nsw;19550722;8848058
org;rec-479-dup-2;479;natqlee;coleman;293;minns place;;waterman;3910;vic;19110405;3646292
org;rec-224-org;224;sophie;laundy;15;la perouse street;k mart plaza;eight mile plains;3981;vic;19021029;8888208
org;rec-755-dup-2;755;reuven;edgecombe;6;ashburton circuit;north vaenue;palmerston;4231;vic;19540701;8642119
org;rec-1667-dup-0;1667;amber;pamplin;14;andrea palce;milton;seven hills;5054;wa;19691006;1824555
org;rec-1511-org;1511;ayla;benjamin;3;bradfield street;concept;tatura;2030;wa;;4452328
org;rec-1387-org;1387;;kempton;8;homburg street;yellow dam;blacktown;3122;vic;19021108;8283089
org;rec-1093-org;1093;dylan;wilkins;18;denovan circuit;two tree hill;brighton-le-sands;2320;nsw;;8735875
org;rec-1518-org;1518;sienna;slape;52;rene street;;burleigh waters;4034;vic;19400331;7340083
org;rec-1014-dup-2;1014;michael;laverty;6;hytten place;sennockke;suffolk park;2208;vic;19631213;9807797
org;rec-824-dup-0;824;jake;grosser;3;lexcen a venue;horseshoe bend;bomaderry;2161;vic;19670227;8695287
org;rec-718-org;718;madison;maynard;257;holmes crescent;glenview;embleton;2154;nsw;19400506;3031454
org;rec-285-org;285;byron;wisowaty;58;pera place;john flynn medical centre;caulfield;6101;;19320304;8901022
org;rec-1857-dup-4;1857;layla;thrussell;27;markell p lace;;frenchs forest;6728;qld;19250608;1947368
org;rec-1590-org;1590;jack;mcneeley;39;keverstone circuit;royal queensland yacht squadron;brighton-le-sands;4702;wa;19880329;1834993
org;rec-1996-org;1996;grace;timmermans;18;cussen street;hallsville;preston;2251;wa;19501207;6702521
org;rec-1540-dup-2;1540;carly;benger;61;gellibrand street;gradnview;carnegie;4011;nsw;19710126;5651019
org;rec-935-dup-0;935;brydee;westermann;13;burkitt street;mlc centre;banks;3352;vic;19910126;1387695
org;rec-1183-org;1183;isaac;clarke;1;armytage circuit;oaklands village;annangrove;3636;vic;19570425;9451125
org;rec-1062-dup-1;1062;madison;dixson;37;;white lodge;ringwoid;5047;sa;19940413;7161189
org;rec-256-dup-0;256;fraser;tadege;1;mcinneswstreet;;scarborojgh;2870;nsw;19001013;3817644
org;rec-1140-org;1140;lara;chandler;42;dempster place;henry kendall bayside;kingaroy;2219;nsw;19360624;3577228
org;rec-1895-dup-3;1895;hollv;shepherd;3;stillwell place;elstoh;albion park rail;6201;vic;19800323;4620818
org;rec-401-dup-4;401;alexa-rose;white;22;warrego circuit;burnisde;bayswater;3040;nt;19160822;2502613
org;rec-571-org;571;oliver;cureton;164;drevermann street;burraminga;toronto;3149;qld;19920126;9218356
org;rec-133-dup-4;133;benjamin;muog;302;peat place;arlnigton;frankston;4518;nsw;19101008;5994946
org;rec-1534-dup-4;1534;isabella;runlde;8;fawkner street;emerald agrigulural college;pottsville;6154;nsw;;6097070
org;rec-421-org;421;charlie;ebert;21;brewster place;summerdale medical centre;frankston;4570;vic;19711020;3939901
org;rec-1566-dup-3;1566;haryr;clarke;;hyndes crescent;royal brisbane hospital;homebush;4805;nsw;19971021;6391939
org;rec-165-org;165;hayden;ngai;40;hinkler street;berajondo;nightcliff;2263;vic;19970624;2260097
org;rec-1617-org;1617;samuel;wasley;12;earle street;university shores;northbridge;2530;nsw;19461003;2561997
org;rec-152-dup-0;152;amber;black well;25;thomso n street;warrina lakes;salisbury;3188;nsw;19860325;2016958
org;rec-203-org;203;micaela;blackwell;;lewin street;rosedina;dulwich hill;4103;nsw;19791204;7856388
org;rec-961-org;961;callie;bullock;7;warramoo crescent;kanangra hstl;noble park;2650;tas;19351013;6636494
org;rec-1610-org;1610;sian;beelitz;3;ashkanasy crescent;miowera;sylvania;5042;nsw;19510904;3279804
org;rec-1487-org;1487;daniel;clarke;3;goldsborough close;;wilson;2206;wa;19630507;9886493
org;rec-1446-org;1446;riley;faull;32;turner place;margaret river carvn park;long jetty;2033;nsw;19640728;8404785
org;rec-118-org;118;riley;wegemer;45;phillip avenue;walhalla;cremorne;3937;wa;19540621;9657253
org;rec-486-dup-0;486;alexandra;knapman;16;mceacherncxrescent;villa 306;chelsea heights;3429;sa;19151113;6888119
org;rec-1388-dup-0;1388;niocla;collier;;schaff eyr place;mt styrt;sheidow park;2098;nsw;19420623;8536431
org;rec-703-org;703;emiily;vodden;41;clement place;arcadia;st johns park;2170;nsw;19811218;9588930
org;rec-732-dup-1;732;cassandra;rafanelli;3025;;berragoon;st slbans;3020;wa;19270701;7377790
org;rec-286-dup-2;286;dominxic;flockhart;2;oxley street;clear creek;northgate;3000;wa;19890621;5173538
org;rec-1031-org;1031;samantha;sabieray;68;quandong street;wattle brae;gorokan;4019;wa;19590807;2863290
org;rec-286-dup-4;286;dominic;flockhdart;26;oxley street;clear creek;northgate;3001;wa;19890621;5173538
org;rec-13-org;13;harrison;paulka;211;bourne street;tally ho;ballina;3976;vic;19260122;4721250
org;rec-299-org;299;toby;maczkowiack;8;kanooka street;carinya vlge;canley vale;3219;nsw;19000328;7799632
org;rec-1442-org;1442;ruby;jeffries;73;forbes street;underwood;st albans;4165;nsw;19490705;8939903
org;rec-779-dup-2;779;charlotte;mccraken;5;;flr 5 john flynnmedical centre;bligh park;4814;nsw;19570529;6092940
org;rec-375-dup-2;375;sma;webb;5;deamer cerescent;belaradah;west lakes shore;2570;wa;19361215;4408444
org;rec-1883-dup-1;1883;jonah;nguyen;8;dalley crescent;the palms village;kingary;2607;nsw;19591019;9550440
org;rec-1729-org;1729;eliza;white;82;summerland circuit;rsd shee oak ridge;thornlie;2345;qld;19420103;6353345
org;rec-438-org;438;barnaby;egan;13;britten-jones drive;rawdon;kaleen;4304;vic;19270529;6442115
org;rec-1232-dup-1;1232;kate;rawlings;70;corin place;oxfodrd;kuraby;4216;qld;19330925;2464828
org;rec-245-org;245;mackinley;rees;93;oman place;locn 2192;parmelia;3084;wa;19710708;5830377
org;rec-1228-dup-4;1228;hayden;covino;10;glengariffe;deamer cf escent;north ryde;2705;qld;19541104;2494239
org;rec-1347-org;1347;jessica;ryan;37;mccrae street;cherry haven;junortoun;6065;vic;19980225;4602238
org;rec-1945-dup-2;1945;bradley;clarke;40;sharwood csrescent;lynd hurat;ringwood;3959;wa;19510302;8586164
org;rec-1454-dup-0;1454;locylan;grosser;5;yapunyah street;youralla;gingin;5276;nsw;19530210;5071722
org;rec-306-org;306;danielle;morrison;95;london circuit;sec 552;bibra lake;4701;vic;19030709;8907802
org;rec-1185-dup-0;1185;alessandria;rabbitt;19;ellenborough street;inglemer;mirrabooka;2186;vic;19900410;6217834
org;rec-1346-org;1346;phoebe;pettman-south;108;kernot street;surfrider carvn park;ballina;3175;vic;19720328;9681847
org;rec-907-dup-0;907;laura;braunak;87;durville crescent;;graceyville;2536;nsw;19550419;6978084
org;rec-443-dup-0;443;joshu a;hohn;97;somme rlad place;coralyn;eight mile plains;3178;vic;19260422;6588717
org;rec-361-org;361;millane;mccarthy;3;alfred hill drive;hold fast shores;mortlake;2032;wa;19630818;6220857
org;rec-891-dup-0;891;emma;thackeray;71;kinkead street;warrah lea;newcomb;4161;;19670913;4676877
org;rec-1177-org;1177;;;1;amaroo wallaroo road;parkside flats;chester hill;4811;nsw;19250804;1323712
org;rec-818-org;818;malakai;schoppe;31;boddington crescent;broadwater caravn park;trafalgar;2747;vic;19141221;9890346
org;rec-1845-org;1845;anastasia;kromwyk;17;dyson street;;talwood;4115;vic;;8198114
org;rec-1334-org;1334;jared;wytkin;61;belfield crescent;rowethorpe;bundaberg;5081;;19831025;2988806
org;rec-1113-dup-2;1113;brinaa;morrison;4;coolac vplace;esk farm;seaton;2566;vic;19131203;2277933
org;rec-332-dup-0;332;lily;petersen;13;bissenberger crescent;;melville;2250;;19020326;3851124
org;rec-1815-org;1815;sophie;lovelock;7;calder crescent;;pitt town;3810;nsw;19470413;1321061
org;rec-144-org;144;joshua;eyles;27;harcourt street;belmore river;underdale;2112;vic;19861219;1761692
org;rec-1903-dup-0;1903;abbey;herno;1;drosera place;quandialla;yarra junction;0800;vic;19760613;2291123
org;rec-853-org;853;alexandra;heron;327;tullaroop street;vinery;elsternwick;6208;nsw;19400609;9873657
org;rec-1035-dup-0;1035;jaiden;rollins;48;tulgeywood;rossarden street;balwyn north;2224;nt;19280722;7626396
org;rec-960-dup-1;960;timothy;neville;21;fihelly street;villa2;st lucia;3108;wa;19781123;1955388
org;rec-1124-dup-0;1124;jarod;mccarthy;63;henty street;moriah ifelds;;2166;nsw;19400529;6158276
org;rec-517-dup-4;517;erin;humphreys;11;endeavour street;lake macquzrie vlge;umina beach;4873;nsw;19670519;9387932
org;rec-1746-dup-0;1746;ruby;reid;7;fitzmaurice street;;eaglwhawk;2260;qld;19120626;8386277
org;rec-283-dup-2;283;charlie;primvaera;6;chauvel street;st francis vlge;dover yeights;2533;nsw;19250314;3173638
org;rec-439-dup-1;439;christian;ferris;3;coombe street;warraview;plumpton;5008;nsw;19930222;1670806
org;rec-1967-dup-2;1967;eliza;mason;57;kennedy sreet;brentwodo vlge;bundamba;4067;tas;19071124;3004030
org;rec-1062-dup-3;1062;kylie;dixon;4;sanford xplace;white lofdge;phillip;5047;sa;19000404;7161189
org;rec-71-dup-0;71;lauren;paine;27;mcvey pace;yambira;helid on;2776;qld;19440502;4517134
org;rec-1925-dup-3;1925;alexandra;grosvenor;16;anembo street;glenlee;frankston;4818;nsw;19930305;2128447
org;rec-1109-org;1109;harrison;schumann;24;monaro crescent;donnelly rvr villg;oakleigh;2280;nsw;19991013;9551413
org;rec-1644-dup-1;1644;beams;emiily;1;tarrabo ol street;;andergrove;2075;qld;19011124;6512231
org;rec-1157-dup-1;1157;ryan;fey;82;kitchener street;un t 1;slacks creek;3450;qld;19870928;4515379
org;rec-738-dup-2;738;georgia;byersi;17;hilder street;;palmerston;4740;nse;19550530;6410415
org;rec-362-org;362;anika;spicer;3;melrose drive;rmbe 770;view bank;2067;nsw;19861012;1434508
org;rec-1835-org;1835;liam;kothe;8;beaurepaire crescent;;allawah;4570;qld;19740720;6657084
org;rec-219-dup-4;219;jaco b;;24;downward place;banksia village;bunbury;4671;qld;19470530;3777070
org;rec-899-org;899;pia;campbell;28;euree street;ursula;corowa;3199;vic;19150704;7029505
org;rec-550-org;550;lucinda;mcneill;7;ashburton circuit;malekula;vaucluse;3223;qld;19090228;4364711
org;rec-1407-org;1407;olivia;wheatley;5;crisp circuit;stanhope sth;lake clarendon;4575;qld;19421007;5051083
org;rec-1258-dup-0;1258;thomas;finlay;2;vicke ry street;brindabella court;page;2160;qld;19520829;5555657
org;rec-517-dup-1;517;erin;humphreys;11;endeavour street;lake macquaire vlge;elanora heights;4874;nsw;19670519;5094045
org;rec-286-dup-1;286;dominic;;2;oxley street;clear creek;northgate;3000;wa;19890621;5173538
org;rec-1343-dup-1;1343;isabella;gilbertson;67;boswell c rescent;;morwell;4704;qld;19111011;9304242
org;rec-1985-dup-0;1985;holly;shepherd;44;castlereaghcrescent;dalkeith cottage;eaton;6060;vic;19980816;1917978
org;rec-4-org;4;lachlan;goldsworthy;61;ashkanasy crescent;mcivor ridge;rowville;3158;vic;19450818;8577437
org;rec-990-org;990;andrea;brokenshire;3;sturdee crescent;;birmingham gardens;2455;nsw;19450619;2381532
org;rec-1570-org;1570;jed;hearn;560;gairdner circuit;hd curramulka;alice springs;3056;qld;19060312;9442649
org;rec-410-dup-2;410;jordhau;ryan;16;carnegie crescent;tahmoor;millrbook;6004;vic;19900903;2479030
org;rec-1799-org;1799;joshua;morrison;17;beasley street;;tingalpa;5097;vic;19101123;1294692
org;rec-1852-dup-0;1852;flynn;crea;45;;;lismore;2068;nsw;19610318;7062906
org;rec-1271-dup-1;1271;jacob;marampon;39;lowanna street;glenveagh;keysborough;3806;vic;;7380723
org;rec-750-org;750;olivia;philps;84;ennor crescent;yarawee;king river;2540;nsw;19770302;4412451
org;rec-247-org;247;madison;fenwick;63;terry close;llandina;glenside;4551;sa;19210711;9717577
org;rec-277-org;277;juliana;petersen;25;currong street;admiralty quays;glenside;5280;nsw;19610510;1726629
org;rec-1191-dup-3;1191;loan;green;11;marlock street;kersley mews;an ula;6233;nsw;19440514;2837625
org;rec-1616-dup-0;1616;ebpony;;90;david street;;long jetty;6630;nsw;19410614;7166687
org;rec-960-org;960;timothy;neville;21;fihelly street;villa 2;st lucia;3108;wa;19781123;1955388
org;rec-421-dup-2;421;charlei;ebert;21;brewste r place;summerdale medical centre;frankston;4570;vic;19711020;3939901
org;rec-454-dup-0;454;bianca;marlow;34;dietricho place;;alice springs;5065;wa;19980201;4351633
org;rec-1236-dup-1;1236;kayne;priest;48;temperley street;sunrest squd;north nrarabeen;3995;wa;19831118;1585410
org;rec-108-org;108;madison;boxhall;10;yanda street;kookaburra village;dapto;4703;sa;19170926;7262746
org;rec-1390-org;1390;erin;birchby;24;burrowes place;elston;creswick;4721;vic;19461022;7298611
org;rec-1111-dup-2;1111;jasmine;sach;17;goble s treet;ren own;gawler west;2031;nsw;19791109;2530372
org;rec-1548-org;1548;jack;brock;1;duhig place;;boyanup;2484;nsw;19800422;8460078
org;rec-1452-org;1452;hugo;walkington;51;oxley street;karoo;oak park;6026;nsw;19150227;8296721
org;rec-1941-org;1941;;whiteley;17;mcluckie crescent;kintrye;malvern east;4810;vic;19800908;2774642
org;rec-1776-org;1776;cameron;unyland;25;chewings street;underwood;broken hill;6109;qld;19980904;2071902
org;rec-1334-dup-0;1334;jared;wytkon;61;belfield crescent;rowethorpe;bundaberg;5081;;19831025;2988806
org;rec-1399-org;1399;danielle;millar;6;stanfield close;rosetta village;blackburn north;3102;qld;19991007;1611706
org;rec-1577-org;1577;charlotte;carbone;12;peppin place;;albury;4559;sa;19171126;4856046
org;rec-147-dup-0;147;matthew;seddon;195;collingriddge street;port 366;paralowie;3830;nsw;19920305;6514580
org;rec-1416-dup-1;1416;any;miteff;68;john clelad crescent;barkom;blackheath;2036;qld;19160228;2583901
org;rec-1539-dup-0;1539;jessica;wasley;53;eyre street;milmilland;cronulla;2564;wa;19931004;3209589
org;rec-250-org;250;keely;dixon;2;lacey place;briars meadows;barrington;5087;nsw;19380328;5477511
org;rec-397-org;397;matthew;brookhouse;3;goodparla street;timdoolin;highett;2170;nsw;19101115;6804612
org;rec-1425-org;1425;;rundle;101;eaglemont retreat;laalgarths;prospect;6168;qld;19070103;7881088
org;rec-1707-dup-4;1707;;frgh;62;matina street;sun city r esort;ascot park;4107;wa;19760203;9419843
org;rec-1481-org;1481;olivia;cecotti;4;dobell circuit;;cabramatta;6152;vic;19580919;6701777
org;rec-1113-dup-1;1113;brianna;morrison;4;burston place;esk f airm;seaton;2566;vic;19131203;2277933
org;rec-1076-dup-1;1076;sarah;greenw;37;kelleway avenue;allandale;marlesgon;6014;qld;19140908;6213427
org;rec-1050-org;1050;jenna;pasalic;679;tarana street;mallanganee;osborne;4342;vic;19541124;7730932
org;rec-905-org;905;kylie;koziol;16;wolff crescent;brentwood vlge;kurrajong heights;3135;vic;19320709;9336502
org;rec-1811-dup-0;1811;samuel;walls;74;shoalhaven avenue;clearc reek;racevieh;3223;nsw;19370409;4859969
org;rec-436-org;436;christopher;behnke;378;troughton street;;geranium;3496;qld;19080930;7045937
org;rec-497-dup-3;497;alexandra;clarke;184;sadlier srreet;yakatoon;westbrook;2756;qld;19190129;2749367
